Q,5400434,53.000 3500 52.900 2000 52.800 4000,53.050 55500 53.150 3000 53.300 4000
Q,5400483,53.000 3500 52.900 2000 52.800 5000,53.050 55500 53.150 3000 53.300 4000
Q,5400484,52.900 2000 52.800 5000 52.750 2500,53.050 55500 53.150 3000 53.300 4000
Q,5400714,52.900 3500 52.800 5000 52.750 2500,53.050 55500 53.150 3000 53.300 4000
Q,5400715,53.000 1500 52.900 3500 52.800 5000,53.050 55500 53.150 3000 53.300 4000
Q,5400812,53.000 1500 52.900 4000 52.800 5000,53.050 55500 53.150 3000 53.300 4000
Q,5400838,53.000 1500 52.900 4000 52.800 5000,53.050 71000 53.150 3000 53.300 4000
Q,5400857,53.000 1500 52.900 4000 52.800 5000,53.050 70500 53.150 3000 53.300 4000
Q,5400857,53.000 1500 52.900 4000 52.800 4000,53.050 70500 53.150 3000 53.300 4000
T,5401000,52.8,5500
Q,5401007,53.000 1500 52.900 5000 52.800 4000,53.050 70500 53.150 3000 53.300 4000
Q,5401027,53.000 1500 52.900 5000 52.800 4000,53.050 71500 53.150 3000 53.300 4000
Q,5401027,53.000 1500 52.900 5000 52.800 4000,53.050 71500 53.300 4000 53.350 5000
Q,5401027,52.900 5000 52.800 4000 52.750 2500,53.000 1500 53.050 71500 53.300 4000
Q,5401027,52.900 5000 52.800 4000 52.750 2500,53.000 1500 53.050 71500 53.300 1000
Q,5401047,52.900 5000 52.800 4000 52.750 2500,53.000 4500 53.050 71500 53.300 1000
Q,5401080,52.900 5000 52.800 4000 52.750 2500,53.000 4500 53.050 71500 53.100 500
Q,5401081,52.900 5000 52.800 4000 52.750 2500,53.000 4500 53.050 71500 53.100 500
Q,5401088,52.900 5000 52.800 4000 52.750 2500,53.000 5000 53.050 71500 53.100 500
Q,5401095,52.900 5000 52.800 4000 52.750 2500,53.000 5000 53.050 56000 53.100 500
Q,5401104,52.900 5000 52.800 4000 52.750 2500,53.000 5000 53.050 56000 53.100 500
Q,5401129,52.900 5000 52.800 4000 52.750 2500,53.000 5000 53.050 56000 53.100 500
Q,5401129,52.900 5000 52.800 4000 52.750 2500,53.000 25500 53.050 56000 53.100 500
Q,5401129,52.800 4000 52.750 2500 52.600 8000,53.000 25500 53.050 56000 53.100 500
Q,5401130,52.800 4000 52.750 2500 52.600 8000,53.000 28500 53.050 56000 53.100 500
Q,5401133,52.800 5000 52.750 2500 52.600 8000,53.000 28500 53.050 56000 53.100 500
Q,5401321,52.800 5000 52.750 2500 52.600 8000,53.000 28500 53.050 56000 53.100 500
Q,5401514,52.800 5000 52.750 2500 52.700 1000,53.000 28500 53.050 56000 53.100 500
Q,5401522,52.800 5000 52.750 3000 52.700 1000,53.000 28500 53.050 56000 53.100 500
Q,5401625,52.800 5000 52.750 3000 52.700 1000,53.000 28500 53.050 56000 53.100 500
Q,5401625,52.800 5000 52.750 3000 52.700 1000,53.000 28500 53.050 6000 53.100 500
T,5402000,52.75,6000
Q,5402005,52.800 5000 52.750 3000 52.700 1000,53.000 78500 53.050 6000 53.100 500
Q,5402005,52.800 5000 52.750 3000 52.700 1000,53.000 78500 53.050 5000 53.100 500
Q,5402006,52.800 5000 52.750 3000 52.700 1000,52.950 1000 53.000 78500 53.050 5000
Q,5402006,52.800 5000 52.750 3000 52.700 1000,52.950 2500 53.000 78500 53.050 5000
Q,5402015,52.800 5000 52.750 3000 52.700 1000,52.950 2500 53.000 75500 53.050 5000
Q,5402026,52.800 5000 52.750 3000 52.700 1000,52.950 2500 53.000 75500 53.050 5000
Q,5402026,52.800 5000 52.750 3000 52.700 1000,52.950 36500 53.000 75500 53.050 5000
Q,5402026,52.800 4000 52.750 3000 52.700 1000,52.950 36500 53.000 75500 53.050 5000
Q,5402037,52.800 3500 52.750 3000 52.700 1000,52.950 36500 53.000 75500 53.050 5000
Q,5402037,52.800 5500 52.750 3000 52.700 1000,52.950 36500 53.000 75500 53.050 5000
Q,5402042,52.800 3500 52.750 3000 52.700 1000,52.950 36500 53.000 75500 53.050 5000
Q,5402042,52.800 4500 52.750 3000 52.700 1000,52.950 36500 53.000 75500 53.050 5000
Q,5402043,52.750 3000 52.700 1000 52.600 8000,52.950 36500 53.000 75500 53.050 5000
Q,5402043,52.750 2500 52.700 1000 52.600 8000,52.950 36500 53.000 75500 53.050 5000
Q,5402043,52.750 4500 52.700 1000 52.600 8000,52.950 36500 53.000 75500 53.050 5000
Q,5402044,52.750 6000 52.700 1000 52.600 8000,52.950 36500 53.000 75500 53.050 5000
Q,5402062,52.750 4000 52.700 1000 52.600 8000,52.950 36500 53.000 75500 53.050 5000
Q,5402073,52.750 4000 52.700 1500 52.600 8000,52.950 36500 53.000 75500 53.050 5000
Q,5402112,52.800 1000 52.750 4000 52.700 1500,52.950 36500 53.000 75500 53.050 5000
Q,5402112,52.800 1000 52.750 4000 52.700 1500,52.950 36500 53.000 25500 53.050 5000
Q,5402121,52.800 1000 52.750 4000 52.700 1500,52.950 86500 53.000 25500 53.050 5000
Q,5402130,52.800 1000 52.750 4000 52.700 1500,52.950 87000 53.000 25500 53.050 5000
Q,5402217,52.800 1000 52.750 4000 52.700 1500,52.950 87000 53.000 25500 53.050 5000
Q,5402218,52.800 1000 52.750 4000 52.700 1500,52.950 86500 53.000 25500 53.050 5000
Q,5402218,52.800 1000 52.750 4000 52.700 1500,52.950 86500 53.000 25500 53.050 5000
Q,5402218,52.800 1000 52.750 4500 52.700 1500,52.950 86500 53.000 25500 53.050 5000
Q,5402294,52.800 1000 52.750 4500 52.700 2000,52.950 86500 53.000 25500 53.050 5000
Q,5402452,52.750 4500 52.700 2000 52.600 8000,52.950 86500 53.000 25500 53.050 5000
Q,5403000,52.750 4500 52.700 2000 52.600 8000,52.950 86500 53.000 25500 53.050 15000
T,5403000,52.8,6000
Q,5403001,52.750 4500 52.700 2000 52.600 8000,52.950 86500 53.000 25500 53.050 15000
Q,5403002,52.750 4500 52.700 2000 52.600 8000,52.950 86500 53.000 25500 53.050 15000
Q,5403002,52.750 4500 52.700 2000 52.600 8000,52.950 86000 53.000 25500 53.050 15000
Q,5403004,52.750 4500 52.700 2000 52.600 8000,52.900 500 52.950 86000 53.000 25500
Q,5403004,52.750 4500 52.700 2000 52.600 8000,52.900 2500 52.950 86000 53.000 25500
Q,5403005,52.750 4500 52.700 2000 52.600 8000,52.900 4000 52.950 86000 53.000 25500
Q,5403008,52.750 4500 52.700 2000 52.600 8000,52.900 2500 52.950 86000 53.000 25500
Q,5403008,52.750 4500 52.700 2000 52.600 8000,52.900 3000 52.950 86000 53.000 25500
Q,5403008,52.750 4500 52.700 2000 52.600 8000,52.900 3000 52.950 108000 53.000 25500
Q,5403009,52.750 4500 52.700 2000 52.600 8000,52.900 3000 52.950 108000 53.000 25500
Q,5403010,52.750 4500 52.700 2000 52.600 8000,52.900 3500 52.950 108000 53.000 25500
Q,5403067,52.750 4500 52.700 2000 52.600 8000,52.900 4000 52.950 108000 53.000 25500
Q,5403068,52.750 4500 52.700 2000 52.600 8500,52.900 4000 52.950 108000 53.000 25500
Q,5403068,52.700 2000 52.600 8500 52.550 1500,52.900 4000 52.950 108000 53.000 25500
Q,5403069,52.700 1500 52.600 8500 52.550 1500,52.900 4000 52.950 108000 53.000 25500
Q,5403069,52.700 3000 52.600 8500 52.550 1500,52.900 4000 52.950 108000 53.000 25500
Q,5403070,52.700 4000 52.600 8500 52.550 1500,52.900 4000 52.950 108000 53.000 25500
Q,5403070,52.700 3000 52.600 8500 52.550 1500,52.900 4000 52.950 108000 53.000 25500
Q,5403073,52.700 3000 52.650 500 52.600 8500,52.900 4000 52.950 108000 53.000 25500
Q,5403079,52.800 500 52.700 3000 52.650 500,52.900 4000 52.950 108000 53.000 25500
Q,5403079,52.800 500 52.700 3000 52.650 500,52.900 4000 52.950 108000 53.000 25500
Q,5403092,52.800 500 52.700 3000 52.650 500,52.900 4000 52.950 108000 53.000 25500
Q,5403094,52.800 500 52.700 3000 52.650 500,52.900 2500 52.950 108000 53.000 25500
Q,5403108,52.800 500 52.700 3000 52.650 500,52.900 3500 52.950 108000 53.000 25500
Q,5403108,52.800 500 52.700 3000 52.650 500,52.900 3500 52.950 58000 53.000 25500
Q,5403109,52.800 500 52.700 3000 52.650 500,52.900 53500 52.950 58000 53.000 25500
Q,5403109,52.800 500 52.700 3000 52.650 500,52.900 53500 52.950 24000 53.000 25500
Q,5403116,52.800 500 52.700 3000 52.650 500,52.900 61000 52.950 24000 53.000 25500
Q,5403127,52.800 500 52.700 3000 52.650 500,52.900 61000 52.950 24500 53.000 25500
Q,5403228,52.800 500 52.700 3000 52.650 500,52.900 61000 52.950 24000 53.000 25500
Q,5403276,52.800 500 52.700 3000 52.650 500,52.900 61000 52.950 24000 53.000 25500
Q,5403701,52.800 500 52.700 3000 52.650 500,52.900 60500 52.950 24000 53.000 25500
Q,5403869,52.800 500 52.700 3000 52.650 500,52.900 60000 52.950 24000 53.000 25500
Q,5404027,52.800 500 52.700 3000 52.650 500,52.900 59500 52.950 24000 53.000 25500
T,5405000,52.9,1000
Q,5405041,52.800 500 52.750 500 52.700 3000,52.900 59500 52.950 24000 53.000 25500
Q,5405109,52.800 500 52.750 500 52.700 3000,52.900 59500 52.950 24000 53.000 25500
Q,5405109,52.800 500 52.750 500 52.700 3500,52.900 59500 52.950 24000 53.000 25500
Q,5405109,52.750 500 52.700 3500 52.650 500,52.900 59500 52.950 24000 53.000 25500
Q,5405142,52.750 1000 52.700 3500 52.650 500,52.900 59500 52.950 24000 53.000 25500
Q,5405431,52.750 500 52.700 3500 52.650 500,52.900 59500 52.950 24000 53.000 25500
Q,5405564,52.750 500 52.700 3500 52.650 500,52.900 59500 52.950 24000 53.000 25500
Q,5405565,52.750 500 52.700 3500 52.650 500,52.900 60500 52.950 24000 53.000 25500
Q,5405574,52.700 3500 52.650 500 52.600 8000,52.900 60500 52.950 24000 53.000 25500
Q,5405574,52.700 3500 52.650 500 52.600 9000,52.900 60500 52.950 24000 53.000 25500
Q,5406001,52.700 2000 52.650 500 52.600 9000,52.900 60500 52.950 24000 53.000 25500
Q,5406003,52.700 2000 52.650 500 52.600 9000,52.900 60500 52.950 24000 53.000 25500
Q,5406003,52.700 2000 52.650 500 52.600 9000,52.900 57500 52.950 24000 53.000 25500
Q,5406004,52.800 1000 52.700 2000 52.650 500,52.900 57500 52.950 24000 53.000 25500
Q,5406005,52.800 1000 52.700 2000 52.650 500,52.900 73000 52.950 24000 53.000 25500
Q,5406006,52.800 1000 52.700 2000 52.650 500,52.900 73000 52.950 24500 53.000 25500
Q,5406007,52.800 1000 52.700 2000 52.650 500,52.900 71000 52.950 24500 53.000 25500
Q,5406007,52.800 1500 52.700 2000 52.650 500,52.900 71000 52.950 24500 53.000 25500
Q,5406007,52.800 1500 52.700 2000 52.650 500,52.900 70500 52.950 24500 53.000 25500
Q,5406013,52.800 1500 52.700 2000 52.650 500,52.900 69000 52.950 24500 53.000 25500
Q,5406014,52.800 1500 52.700 2000 52.650 500,52.900 69000 52.950 24500 53.000 25500
Q,5406014,52.800 1500 52.700 2000 52.650 500,52.900 59000 52.950 24500 53.000 25500
Q,5406015,52.800 1500 52.700 2000 52.650 500,52.900 59000 52.950 24000 53.000 25500
Q,5406020,52.800 1500 52.700 2000 52.650 500,52.900 58500 52.950 24000 53.000 25500
Q,5406029,52.800 1500 52.700 2000 52.650 500,52.900 58500 52.950 24000 53.000 25500
Q,5406063,52.800 1500 52.700 2000 52.650 500,52.900 58000 52.950 24000 53.000 25500
Q,5406064,52.800 1500 52.700 2000 52.650 500,52.900 56000 52.950 24000 53.000 25500
Q,5406095,52.800 2000 52.700 2000 52.650 500,52.900 56000 52.950 24000 53.000 25500
Q,5406095,52.800 2000 52.700 1500 52.650 500,52.900 56000 52.950 24000 53.000 25500
Q,5406118,52.800 2000 52.700 1500 52.650 500,52.900 55500 52.950 24000 53.000 25500
Q,5406132,52.800 2000 52.700 1500 52.650 500,52.900 74000 52.950 24000 53.000 25500
Q,5406132,52.800 2000 52.700 1500 52.650 500,52.900 74000 52.950 24000 53.000 26000
Q,5406132,52.700 1500 52.650 500 52.600 8000,52.900 74000 52.950 24000 53.000 26000
Q,5406143,52.700 3000 52.650 500 52.600 8000,52.900 74000 52.950 24000 53.000 26000
Q,5406144,52.700 3000 52.650 500 52.600 9000,52.900 74000 52.950 24000 53.000 26000
Q,5406153,52.700 4000 52.650 500 52.600 9000,52.900 74000 52.950 24000 53.000 26000
Q,5406924,52.700 4000 52.600 9000 52.550 1500,52.900 74000 52.950 24000 53.000 26000
T,5407000,52.9,23500
Q,5407003,52.700 4000 52.600 9000 52.550 1500,52.900 74000 52.950 24000 53.000 26000
Q,5407122,52.700 4000 52.600 9000 52.550 1500,52.900 74000 52.950 24000 53.000 26000
Q,5407133,52.700 3500 52.600 9000 52.550 1500,52.900 74000 52.950 24000 53.000 26000
Q,5407134,52.700 3500 52.600 9000 52.550 1500,52.900 74000 52.950 24000 53.000 26000
Q,5407465,52.700 3500 52.600 9000 52.550 1500,52.900 73500 52.950 24000 53.000 26000
Q,5407607,52.700 4500 52.600 9000 52.550 1500,52.900 73500 52.950 24000 53.000 26000
Q,5408142,52.700 4500 52.600 9000 52.550 1500,52.900 74000 52.950 24000 53.000 26000
Q,5408170,52.700 5500 52.600 9000 52.550 1500,52.900 74000 52.950 24000 53.000 26000
Q,5408171,52.700 5500 52.600 9000 52.550 1500,52.900 73000 52.950 24000 53.000 26000
Q,5408608,52.700 5500 52.600 9000 52.550 1500,52.900 73000 52.950 24000 53.000 26000
Q,5408616,52.700 5500 52.600 9000 52.550 1500,52.900 74000 52.950 24000 53.000 26000
Q,5408925,52.700 5500 52.600 9000 52.550 2000,52.900 74000 52.950 24000 53.000 26000
Q,5408925,52.700 5500 52.600 9000 52.550 2000,52.900 74000 52.950 24000 53.000 5500
Q,5408925,52.700 5500 52.600 9000 52.550 2000,52.900 66500 52.950 24000 53.000 5500
Q,5408925,52.700 5500 52.600 9000 52.550 2000,52.900 66500 52.950 24000 53.000 5500
T,5409000,52.9,2000
Q,5409004,52.700 5500 52.600 9000 52.550 2000,52.900 66500 52.950 24000 53.000 5500
Q,5409004,52.700 5500 52.600 9000 52.550 2000,52.900 100500 52.950 24000 53.000 5500
Q,5409024,52.700 5500 52.600 9000 52.550 2000,52.900 100500 52.950 24500 53.000 5500
Q,5409025,52.700 5500 52.600 9000 52.550 2000,52.900 100000 52.950 24500 53.000 5500
Q,5409025,52.700 5500 52.600 9000 52.550 2000,52.900 100000 52.950 24000 53.000 5500
Q,5409033,52.700 5500 52.600 9000 52.550 2000,52.900 100000 52.950 24000 53.000 5500
Q,5409118,52.700 5500 52.600 9000 52.550 2000,52.900 99500 52.950 24000 53.000 5500
Q,5409375,52.700 5500 52.600 9000 52.550 2000,52.900 100500 52.950 24000 53.000 5500
T,5410000,52.9,18000
Q,5410003,52.700 5500 52.600 8500 52.550 2000,52.900 100500 52.950 24000 53.000 5500
Q,5410003,52.700 5500 52.600 8500 52.550 2000,52.900 100500 52.950 24000 53.000 5500
Q,5410003,52.800 1500 52.700 5500 52.600 8500,52.900 100500 52.950 24000 53.000 5500
Q,5410003,52.800 1500 52.700 5500 52.600 8500,52.900 99500 52.950 24000 53.000 5500
Q,5410004,52.800 1500 52.700 5500 52.600 8500,52.900 97000 52.950 24000 53.000 5500
Q,5410004,52.700 5500 52.600 8500 52.550 2000,52.900 97000 52.950 24000 53.000 5500
Q,5410007,52.700 6000 52.600 8500 52.550 2000,52.900 97000 52.950 24000 53.000 5500
Q,5410013,52.700 5500 52.600 8500 52.550 2000,52.900 97000 52.950 24000 53.000 5500
Q,5410013,52.700 5500 52.600 8500 52.550 2000,52.900 95000 52.950 24000 53.000 5500
Q,5410018,52.700 5500 52.600 8500 52.550 2000,52.900 95000 52.950 24000 53.000 5500
Q,5410031,52.700 5500 52.600 8500 52.550 1500,52.900 95000 52.950 24000 53.000 5500
Q,5410034,52.700 5500 52.600 8500 52.550 1500,52.900 94500 52.950 24000 53.000 5500
Q,5410046,52.700 5500 52.600 8500 52.550 2000,52.900 94500 52.950 24000 53.000 5500
Q,5410046,52.700 5500 52.600 8500 52.550 2000,52.900 94000 52.950 24000 53.000 5500
Q,5410047,52.700 5500 52.600 8500 52.550 2000,52.900 93000 52.950 24000 53.000 5500
Q,5410110,52.700 5500 52.600 8500 52.550 2000,52.900 93000 52.950 24000 53.000 5500
Q,5410281,52.700 5500 52.600 8500 52.550 2000,52.900 100500 52.950 24000 53.000 5500
Q,5410284,52.700 5500 52.600 8500 52.550 3500,52.900 100500 52.950 24000 53.000 5500
T,5411000,52.9,2500
Q,5411001,52.700 5500 52.600 8500 52.550 3500,52.900 100500 52.950 24000 53.000 5500
Q,5411017,52.700 5500 52.600 8500 52.550 3500,52.900 90500 52.950 24000 53.000 5500
Q,5411055,52.700 5500 52.600 8500 52.550 3500,52.900 89000 52.950 24000 53.000 5500
Q,5411108,52.700 5500 52.600 8500 52.550 3500,52.900 88500 52.950 24000 53.000 5500
Q,5411844,52.700 5500 52.600 8500 52.550 3500,52.900 100500 52.950 24000 53.000 5500
T,5412000,52.9,2000
Q,5412003,52.700 6500 52.600 8500 52.550 3500,52.900 100500 52.950 24000 53.000 5500
Q,5412004,52.700 6500 52.600 8500 52.550 3500,52.900 100500 52.950 24000 53.000 5500
Q,5412004,52.700 6500 52.600 8500 52.550 3500,52.900 100000 52.950 24000 53.000 5500
Q,5412004,52.700 6500 52.600 8500 52.550 3500,52.900 100000 52.950 24000 53.000 7500
Q,5412004,52.700 6500 52.600 8500 52.550 3500,52.900 99000 52.950 24000 53.000 7500
Q,5412022,52.700 6500 52.600 8500 52.550 3500,52.900 99500 52.950 24000 53.000 7500
Q,5412044,52.700 6500 52.600 8500 52.550 3000,52.900 99500 52.950 24000 53.000 7500
Q,5412111,52.700 7000 52.600 8500 52.550 3000,52.900 99500 52.950 24000 53.000 7500
Q,5412120,52.700 7000 52.600 8500 52.550 3000,52.900 101000 52.950 24000 53.000 7500
Q,5412126,52.700 22000 52.600 8500 52.550 3000,52.900 101000 52.950 24000 53.000 7500
Q,5412127,52.700 25000 52.600 8500 52.550 3000,52.900 101000 52.950 24000 53.000 7500
Q,5412128,52.700 25000 52.650 500 52.600 8500,52.900 101000 52.950 24000 53.000 7500
Q,5412371,52.700 25000 52.650 500 52.600 8500,52.900 101000 52.950 24000 53.000 7500
Q,5412374,52.700 25000 52.650 500 52.600 8500,52.900 101000 52.950 24000 53.000 7500
Q,5412740,52.700 25000 52.650 500 52.600 8500,52.900 101000 52.950 24000 53.000 7500
Q,5412740,52.700 24000 52.650 500 52.600 8500,52.900 101000 52.950 24000 53.000 7500
T,5413000,52.7,2000
Q,5413001,52.700 23000 52.650 500 52.600 8500,52.900 101000 52.950 24000 53.000 7500
Q,5413226,52.700 23000 52.650 500 52.600 8500,52.900 101000 52.950 24000 53.000 7500
Q,5413227,52.700 23000 52.650 500 52.600 8500,52.900 100000 52.950 24000 53.000 7500
Q,5413235,52.700 23000 52.650 500 52.600 8500,52.900 100000 52.950 24000 53.000 7500
Q,5413243,52.700 23000 52.650 500 52.600 8500,52.900 100000 52.950 24000 53.000 7500
Q,5413280,52.700 23000 52.650 500 52.600 8500,52.900 99500 52.950 24000 53.000 7500
Q,5413610,52.700 23000 52.650 500 52.600 8500,52.900 99000 52.950 24000 53.000 7500
T,5414000,52.85,25500
Q,5414002,52.700 23000 52.650 500 52.600 8500,52.900 101000 52.950 24000 53.000 7500
Q,5414002,52.700 15000 52.650 500 52.600 8500,52.900 101000 52.950 24000 53.000 7500
Q,5414008,52.700 15000 52.600 8500 52.550 4000,52.900 101000 52.950 24000 53.000 7500
Q,5414009,52.700 15000 52.600 8500 52.550 4000,52.850 11500 52.900 101000 52.950 24000
Q,5414015,52.700 15000 52.600 8500 52.550 4000,52.850 13000 52.900 101000 52.950 24000
Q,5414016,52.700 15000 52.600 8500 52.550 4000,52.850 13000 52.900 67000 52.950 24000
Q,5414021,52.700 15000 52.600 8500 52.550 4000,52.850 42500 52.900 67000 52.950 24000
Q,5414078,52.700 15000 52.600 8500 52.550 4500,52.850 42500 52.900 67000 52.950 24000
Q,5414079,52.700 15000 52.600 8500 52.550 4500,52.850 42500 52.900 67000 52.950 24000
Q,5414079,52.600 8500 52.550 4500 52.500 27500,52.850 42500 52.900 67000 52.950 24000
Q,5414080,52.600 9000 52.550 4500 52.500 27500,52.850 42500 52.900 67000 52.950 24000
Q,5414080,52.600 10500 52.550 4500 52.500 27500,52.850 42500 52.900 67000 52.950 24000
Q,5414080,52.600 12500 52.550 4500 52.500 27500,52.850 42500 52.900 67000 52.950 24000
Q,5414107,52.600 12500 52.550 5000 52.500 27500,52.850 42500 52.900 67000 52.950 24000
Q,5414107,52.600 12500 52.550 5000 52.500 27500,52.850 42500 52.900 61000 52.950 24000
Q,5414108,52.600 12500 52.550 5000 52.500 27500,52.850 48500 52.900 61000 52.950 24000
Q,5414108,52.600 12500 52.550 5000 52.500 27500,52.850 48500 52.900 42500 52.950 24000
Q,5414115,52.600 12500 52.550 5000 52.500 27500,52.850 67000 52.900 42500 52.950 24000
Q,5414115,52.600 12500 52.550 5000 52.500 27500,52.850 64500 52.900 42500 52.950 24000
Q,5414116,52.600 12500 52.550 5000 52.500 30500,52.850 64500 52.900 42500 52.950 24000
Q,5414116,52.600 12500 52.550 5000 52.500 30500,52.850 64500 52.900 42000 52.950 24000
Q,5414116,52.600 12500 52.550 5000 52.500 30500,52.850 65000 52.900 42000 52.950 24000
Q,5414124,52.600 14000 52.550 5000 52.500 30500,52.850 65000 52.900 42000 52.950 24000
Q,5414124,52.600 14000 52.550 5000 52.500 30500,52.850 65000 52.900 41000 52.950 24000
Q,5414124,52.600 14000 52.550 5000 52.500 30500,52.850 66000 52.900 41000 52.950 24000
Q,5414124,52.600 14000 52.550 5000 52.500 30500,52.850 66000 52.900 40000 52.950 24000
Q,5414125,52.600 14000 52.550 5000 52.500 30500,52.850 67000 52.900 40000 52.950 24000
Q,5414127,52.600 14000 52.550 5000 52.500 30500,52.850 67000 52.900 40000 52.950 24000
Q,5414127,52.600 14000 52.550 5000 52.500 30500,52.850 67000 52.900 32500 52.950 24000
Q,5414130,52.600 14000 52.550 5000 52.500 30500,52.850 74500 52.900 32500 52.950 24000
Q,5414130,52.600 14000 52.550 5000 52.500 30500,52.850 74500 52.900 20500 52.950 24000
Q,5414137,52.600 14000 52.550 5000 52.500 30500,52.850 86500 52.900 20500 52.950 24000
Q,5414137,52.600 14000 52.550 5000 52.500 30500,52.850 86500 52.900 19000 52.950 24000
Q,5414139,52.600 14000 52.550 5000 52.500 30500,52.850 88000 52.900 19000 52.950 24000
Q,5414145,52.600 13500 52.550 5000 52.500 30500,52.850 88000 52.900 19000 52.950 24000
Q,5414145,52.600 13500 52.550 5000 52.500 30500,52.850 88000 52.900 17000 52.950 24000
Q,5414145,52.600 13500 52.550 5000 52.500 30500,52.850 90000 52.900 17000 52.950 24000
Q,5414146,52.600 12000 52.550 5000 52.500 30500,52.850 90000 52.900 17000 52.950 24000
Q,5414147,52.600 10500 52.550 5000 52.500 30500,52.850 90000 52.900 17000 52.950 24000
Q,5414152,52.600 10000 52.550 5000 52.500 30500,52.850 90000 52.900 17000 52.950 24000
Q,5414676,52.600 10500 52.550 5000 52.500 30500,52.850 90000 52.900 17000 52.950 24000
Q,5414677,52.600 12000 52.550 5000 52.500 30500,52.850 90000 52.900 17000 52.950 24000
Q,5415005,52.600 12000 52.550 5000 52.500 30500,52.850 90000 52.900 17000 52.950 24000
Q,5415173,52.600 12000 52.550 5000 52.500 30500,52.850 87500 52.900 17000 52.950 24000
Q,5415850,52.600 12000 52.550 5000 52.500 30500,52.850 87500 52.900 17000 52.950 24000
Q,5416417,52.600 12000 52.550 15000 52.500 30500,52.850 87500 52.900 17000 52.950 24000
Q,5416463,52.600 12000 52.550 15000 52.500 31500,52.850 87500 52.900 17000 52.950 24000
T,5417000,52.75,1000
Q,5417001,52.600 11500 52.550 15000 52.500 31500,52.850 87500 52.900 17000 52.950 24000
Q,5417005,52.600 11500 52.550 15000 52.500 31500,52.850 86500 52.900 17000 52.950 24000
Q,5417007,52.600 11500 52.550 15000 52.500 31500,52.850 86500 52.900 16500 52.950 24000
Q,5417125,52.600 12000 52.550 15000 52.500 31500,52.850 86500 52.900 16500 52.950 24000
Q,5417342,52.600 11500 52.550 15000 52.500 31500,52.850 86500 52.900 16500 52.950 24000
Q,5417444,52.600 12000 52.550 15000 52.500 31500,52.850 86500 52.900 16500 52.950 24000
Q,5417513,52.600 11500 52.550 15000 52.500 31500,52.850 86500 52.900 16500 52.950 24000
Q,5417754,52.600 11500 52.550 15000 52.500 31500,52.850 86500 52.900 16500 52.950 24000
Q,5417855,52.600 12000 52.550 15000 52.500 31500,52.850 86500 52.900 16500 52.950 24000
Q,5418004,52.600 11500 52.550 15000 52.500 31500,52.850 86500 52.900 16500 52.950 24000
Q,5418004,52.600 11500 52.550 15000 52.500 31500,52.850 85500 52.900 16500 52.950 24000
Q,5418076,52.600 11500 52.550 15000 52.500 31500,52.850 86000 52.900 16500 52.950 24000
Q,5418083,52.600 9500 52.550 15000 52.500 31500,52.850 86000 52.900 16500 52.950 24000
